Iter,Acc,Std
0,0.5670400246977806,0.07515130937163973
10,0.7075200361013413,0.10755357497195984
20,0.7206400346755981,0.0848277725264119
30,0.7436000379920006,0.08884953915863596
40,0.7338400366902351,0.09466306468441037
50,0.7504800337553025,0.09047215150316446
